Chrom	Strand	Experiment_Left	Experiment_Right	Systematic ID	Common Name	NFR/NDR_Left	NFR/NDR_Right
chr15	-	49462	52847	YOL145C	CTR9	52795	53094
chr11	-	398762	402150	YKL020C	SPT23	402065	402370
chr6	+	233941	237334	YFR040W	SAP155	233604	233998
chr4	-	1456072	1459465	YDR504C	SPG3	1459420	1459813
chr7	-	117562	120971	YGL201C	MCM6	120903	121187
chr4	-	478968	482385	YDR017C	KCS1	482346	482642
chr10	+	669469	672902	YJR132W	NMD5	669239	669518
chr3	-	233001	236434	YCR067C	SED4	236387	236754
chr11	-	398716	402149	YKL021C	MAK11	402065	402370
chr7	+	98878	102311	YGL207W	SPT16	98617	98929
chr5	+	178817	182274	YER013W	PRP22	178560	178822
chr16	-	733264	736721	YPR104C	FHL1	736664	736988
chr14	+	140769	144242	YNL267W	PIK1	140517	140829
chr4	+	126679	130168	YDL185W	VMA1	126392	126734
chr16	+	627845	631342	YPR030W	CSR2	627418	627898
chr13	-	363293	366790	YMR047C	NUP116	366714	367010
chr16	+	246921	250426	YPL160W	CDC60	246171	246921
chr9	+	122416	125929	YIL125W	KGD1	122143	122431
chr9	+	292465	295978	YIL031W	ULP2	292236	292517
chr15	+	128993	132514	YOL100W	PKH2	128722	129038
chr7	+	217477	221006	YGL151W	NUT1	217248	217529
chr8	-	252234	255787	YHR077C	NMD2	255765	256140
chr2	-	356765	360334	YBR059C	AKL1	360285	360664
chr4	-	38795	42364	YDL231C	BRE4	42304	42713
chr11	+	592761	596338	YKR082W	NUP133	592517	592825
chr13	-	888821	892398	YMR308C	PSE1	892326	892602
chr11	+	493896	497474	YKR028W	SAP190	493610	493922
chr9	+	415979	419572	YIR033W	MGA2	415652	416094
chr6	-	216536	220145	YFR031C	SMC2	220125	220568
chr15	+	884364	887973	YOR304W	ISW2	884129	884419
chr2	-	177791	181408	YBL022C	PIM1	181358	181623
chr14	-	420964	424589	YNL106C	INP52	424538	424861
chr9	-	304350	307991	YIL026C	IRR1	307921	308186
chr15	+	234762	238403	YOL051W	GAL11	234447	234792
chr12	+	204919	208568	YLR032W	RAD5	204691	204983
chr11	+	526865	530522	YKR050W	TRK2	526606	526903
chr4	-	1080940	1084604	YDR310C	SUM1	1084573	1084836
chr1	+	192588	196261	YAR042W	SWH1	192319	192637
chr12	-	683610	687283	YLR272C	YCS4	687216	687680
chr1	-	147520	151209	YAL001C	TFC3	151155	151840
chr7	-	330971	334660	YGL094C	PAN2	334614	334880
chr5	-	378552	382241	YER110C	KAP123	382188	382480
chr5	+	541653	545358	YER176W	ECM32	541391	541701
chr10	-	398792	402505	YJL020C	BBC1	402437	402832
chr2	-	96443	100169	YBL066C	SEF1	100108	100406
chr12	-	404499	408236	YLR131C	ACE2	408158	408442
chr7	+	837085	840830	YGR170W	PSD2	836679	837119
chr7	+	757581	761326	YGR134W	CAF130	757404	757665
chr4	-	1462144	1465905	YDR507C	GIN4	1465883	1466216
chr7	+	932247	936008	YGR218W	CRM1	931979	932286
chr14	+	462280	466049	YNL087W	TCB2	461996	462339
chr15	-	483203	486972	YOR086C	TCB1	486920	487223
chr12	+	332343	336136	YLR096W	KIN2	332106	332428
chr15	-	729708	733509	YOR207C	RET1	733450	733773
chr9	+	261113	264938	YIL048W	NEO1	260896	261158
chr15	+	243042	246883	YOL045W	PSK2	242722	243054
chr4	-	497552	501393	YDR028C	REG1	501331	501826
chr15	-	939593	943434	YOR330C	MIP1	943353	943675
chr16	+	121736	125593	YPL226W	NEW1	121488	121770
chr6	+	119389	123246	YFL008W	SMC1	119124	119427
chr4	-	661082	664971	YDR104C	SPO71	664902	665153
chr13	+	523657	527570	YMR128W	ECM16	523395	523696
chr16	-	577345	581258	YPR010C	RPA135	581184	581571
chr8	+	407014	410927	YHR155W	LAM1	406776	407046
chr16	+	529613	533534	YPL012W	RRP12	529335	529661
chr14	+	452272	456201	YNL091W	NST1	452013	452312
chr10	+	257140	261077	YJL092W	SRS2	256991	257272
chr16	+	482277	486221	YPL036W	PMA2	481910	482273
chr13	+	104640	108585	YML081W	TDA9	104421	104684
chr13	-	416126	420099	YMR076C	PDS5	420078	420370
chr2	-	212472	216473	YBL007C	SLA1	216368	216659
chr10	-	590626	594627	YJR090C	GRR1	594553	594864
chr12	-	915058	919059	YLR398C	SKI2	919003	919288
chr15	-	554740	558749	YOR124C	UBP2	558700	558971
chr11	+	626483	630542	YKR096W	ESL2	626336	626592
chr4	-	194395	198460	YDL145C	COP1	198411	198684
chr7	-	241113	245194	YGL140C		245146	245441
chr15	+	949741	953862	YOR336W	KRE5	949548	949782
chr13	+	527785	531922	YMR129W	POM152	527349	527820
chr12	-	1007174	1011319	YLR436C	ECM30	1011319	1011708
chr3	-	242496	246681	YCR073C	SSK22	246589	247001
chr1	-	95560	99767	YAL026C	DRS2	99728	99983
chr9	+	41792	46025	YIL159W	BNR1	41517	41850
chr4	+	1063280	1067521	YDR301W	CFT1	1063097	1063329
chr2	-	274179	278428	YBR018C	GAL7	278464	278790
chr3	-	201156	205418	YCR042C	TAF2	205376	205644
chr2	-	401128	405393	YBR081C	SPT7	405339	405595
chr7	+	1027300	1031579	YGR270W	YTA7	1026945	1027304
chr6	+	58545	62842	YFL036W	RPO41	58244	58615
chr16	+	614797	619102	YPR026W	ATH1	614521	614803
chr8	-	268146	272491	YHR082C	KSP1	272354	272656
chr15	-	612588	616949	YOR151C	RPB2	616891	617197
chr8	-	262826	267211	YHR080C	LAM4	267262	267544
chr9	+	117808	122201	YIL126W	STH1	117058	117808
chr10	-	486466	490891	YJR031C	GEA1	490842	491108
chr16	+	870662	875143	YPR164W	MMS1	870297	870678
chr13	-	826941	831438	YMR280C	CAT8	831410	831709
chr1	-	101481	105986	YAL024C	LTE1	105924	106170
chr5	+	111336	115873	YEL022W	GEA2	111072	111368
chr12	+	862519	867056	YLR371W	ROM2	862235	862536
chr14	+	457632	462177	YNL088W	TOP2	457376	457685
chr5	-	367512	372057	YER105C	NUP157	371990	372292
chr4	+	1388748	1393317	YDR464W	SPP41	1388515	1388809
chr1	+	119861	124446	YAL017W	PSK1	119590	119917
chr10	+	402796	407381	YJL019W	MPS3	402437	402832
chr2	-	127631	132216	YBL047C	EDE1	132165	132456
chr12	+	100809	105402	YLL021W	SPA2	100541	100840
chr7	+	720342	724951	YGR116W	SPT6	720094	720393
chr4	-	1120485	1125118	YDR326C	YSP2	1125061	1125363
chr2	+	75187	79828	YBL079W	NUP170	74972	75248
chr10	-	678825	683482	YJR137C	MET5	683466	683733
chr11	-	421324	425981	YKL010C	UFD4	425944	426245
chr16	-	90492	95173	YPL242C	IQG1	95127	95479
chr4	-	722914	727619	YDR135C	YCF1	727574	727926
chr15	+	860883	865604	YOR291W	YPK9	860133	860883
chr15	-	539676	544413	YOR116C	RPO31	544353	544614
chr4	+	1135729	1140514	YDR334W	SWR1	1135408	1135817
chr5	+	505093	509894	YER164W	CHD1	504838	505104
chr1	-	87697	92514	YAL029C	MYO4	92444	92903
chr4	-	1045404	1050245	YDR293C	SSD1	1050206	1050509
chr15	+	316728	321593	YOL004W	SIN3	316457	316767
chr4	+	704406	709287	YDR127W	ARO1	704141	704447
chr10	+	684541	689518	YJR138W	IML1	684295	684566
chr2	-	186775	191792	YBL017C	PEP1	191720	192025
chr13	-	62524	67589	YML103C	NUP188	67515	67811
chr3	+	96185	101258	YCL014W	BUD3	95950	96213
chr3	+	267148	272293	YCR089W	FIG2	266903	267185
chr14	-	71462	76623	YNL297C	MON2	76566	76840
chr5	+	512381	517549	YER166W	DNF1	512207	512513
chr12	-	751986	757155	YLR310C	CDC25	757094	757375
chr15	-	497324	502493	YOR093C	CMR2	502468	502738
chr7	-	175304	180513	YGL173C	XRN1	180411	180725
chr13	-	153084	158317	YML059C	NTE1	158261	158631
chr4	-	734722	740043	YDR141C	DOP1	739994	740296
chr7	-	102282	107619	YGL206C	CHC1	107541	107980
chr4	-	1024948	1030285	YDR283C	GCN2	1030285	1030666
chr13	-	725845	731222	YMR229C	RRP5	731159	731454
chr7	-	682322	687707	YGR098C	ESP1	687644	687897
chr15	-	854975	860392	YOR290C	SNF2	860344	860647
chr11	-	411484	416941	YKL014C	URB1	416903	417170
chr8	+	40066	45779	YHL030W	ECM29	39792	40103
chr16	+	108584	114369	YPL231W	FAS2	108233	108591
chr4	-	205235	211164	YDL140C	RPO21	211079	211546
chr8	+	151624	157577	YHR023W	MYO1	151221	151627
chr7	+	1031771	1037796	YGR271W	SLH1	1031520	1031800
chr12	-	187317	193492	YLR024C	UBR2	193475	193844
chr7	+	924655	930840	YGR217W	CCH1	924444	924719
chr10	-	41236	47453	YJL207C	LAA1	47392	47713
chr12	+	965746	971987	YLR422W	DCK1	965531	965825
chr7	-	859889	866154	YGR184C	UBR1	866138	866391
chr14	-	129389	135670	YNL271C	BNI1	135602	135907
chr3	+	280044	286525	YCR093W	CDC39	279816	280139
chr3	+	179413	186054	YCR032W	BPH1	179200	179432
chr6	+	123349	129990	YFL007W	BLM10	123081	123386
chr14	+	148193	154914	YNL262W	POL2	147947	148243
chr16	+	386885	393622	YPL085W	SEC16	386692	386943
chr6	+	184492	191397	YFR019W	FAB1	184239	184533
chr13	-	677053	684006	YMR207C	HFA1	683955	684199
chr11	+	642959	650048	YKR102W	FLO10	642668	643007
chr9	-	106012	113341	YIL129C	TAO3	113285	113543
chr2	+	505629	512966	YBR136W	MEC1	505416	505687
chr8	-	429635	437052	YHR165C	PRP8	437006	437261
chr10	+	559382	566911	YJR066W	TOR1	559121	559436
chr14	-	654629	662454	YNR016C	ACC1	662390	662796
chr11	-	55643	63551	YKL203C	TOR2	63498	63780
chr12	+	1043881	1051954	YLR454W	FMP27	1043548	1043913
chr7	+	131492	139613	YGL195W	GCN1	131244	131546
chr16	+	758636	767525	YPR116W	RRG8	758397	758651
chr4	+	1369660	1379701	YDR457W	TOM1	1369256	1369715
chr8	+	302669	314062	YHR099W	TRA1	302454	302738
chr15	-	254918	255095	YOL038C-A		255087	255364
chr1	-	192267	192487	YAR035C-A		192487	192637
chr10	+	156099	156322	YJL136W-A		155992	156151
chr8	+	74629	74852	YHL015W-A		73879	74629
chr7	+	846517	846742	YGR174W-A		846307	846545
chr13	+	754227	754456	YMR242W-A		754035	754186
chr14	-	781441	781673	YNR075C-A		781693	781835
chr5	+	449404	449648	YER138W-A		448610	449360
chr10	-	337814	338073	YJL052C-A		338043	338225
chr2	+	28357	28616	YBL100W-C		28178	28356
chr2	-	7535	7803	YBL108C-A	PAU9	7803	7913
chr12	-	472409	472680	YLR156C-A		472680	473430
chr4	+	172112	172383	YDL159W-A		171996	172155
chr15	+	72417	72690	YOL132W	GAS4	72271	72456
chr8	-	5593	5867	YHL048C-A		5733	6166
chr14	+	499347	499627	YNL067W-B		499191	499347
chr9	+	167594	167874	YIL105W-A		167391	167664
chr14	-	381175	381461	YNL130C-A	DGR1	381447	381594
chr15	-	639051	639337	YOR161C-C		639337	639436
chr12	-	932136	932425	YLR406C-A		932425	932508
chr15	-	867928	868217	YOR293C-A		868077	868348
chr8	+	453488	453777	YHR175W-A		453388	453578
chr4	+	848001	848293	YDR194W-A		847251	848001
chr2	-	382790	383091	YBR072C-A		383091	383180
chr12	+	481803	482107	YLR157W-E		481053	481803
chr5	+	318576	318880	YER078W-A		318318	318515
chr15	+	159129	159442	YOL086W-A	MHF1	158876	159175
chr12	+	433815	434144	YLR146W-A		433708	433925
chr14	+	493289	493626	YNL070W	TOM7	492842	493354
chr7	-	974507	974847	YGR240C-A		974847	975004
chr11	-	98325	98677	YKL183C-A		98626	98793
chr13	-	251234	251586	YML009C	MRPL39	251491	251803
chr14	-	157557	157910	YNL259C	ATX1	157851	158136
chr16	-	366457	366810	YPL096C-A	ERI1	366736	366917
chr4	-	1108179	1108532	YDR320C-A	DAD4	1108447	1108716
chr7	+	557495	557856	YGR035W-A		557350	557487
chr11	+	315884	316245	YKL065W-A		315755	315884
chr7	-	617498	617859	YGR063C	SPT4	617798	618098
chr7	+	910413	910774	YGR206W	MVB12	910209	910492
chr3	+	224381	224750	YCR060W	TAH1	224200	224475
chr15	-	703918	704294	YOR192C-C		704294	704477
chr13	+	841913	842290	YMR286W	MRPL33	841682	841958
chr7	+	733245	733630	YGR121W-A		732821	733203
chr3	-	154760	155166	YCR020C-A	MAK31	155053	155336
chr15	+	136033	136442	YOL097W-A		135872	136108
chr16	+	720604	721013	YPR094W	RDS3	720444	720661
chr3	-	26980	27389	YCL056C	PEX34	27361	27530
chr16	-	824506	824923	YPR145C-A		824801	825170
chr2	-	735664	736081	YBR262C	MIC12	736029	736297
chr3	+	23560	23977	YCL058W-A	ADF1	23343	23617
chr7	+	698550	698967	YGR105W	VMA21	698355	698603
chr9	+	47620	48043	YIL156W-B		47512	47745
chr14	+	116682	117107	YNL277W-A		116364	116682
chr16	-	453497	453922	YPL056C	LCL1	453999	454155
chr13	-	413061	413494	YMR074C	SDD2	413444	413812
chr4	-	1035156	1035589	YDR286C		1035552	1035843
chr5	+	117144	117577	YEL020W-A	TIM9	116446	117196
chr8	+	241590	242023	YHR072W-A	NOP10	241348	241669
chr8	-	550578	551011	YHR214C-D		551011	551391
chr12	-	108606	109042	YLL018C-A	COX19	108955	109267
chr3	-	101341	101782	YCL012C		101755	102052
chr4	-	603425	603866	YDR079C-A	TFB5	603782	604026
chr16	-	724772	725214	YPR096C		725186	725375
chr4	+	503476	503918	YDR031W	MIX14	503268	503526
chr5	-	128233	128678	YEL014C		128632	128798
chr13	-	549666	550114	YMR141C		550092	550301
chr2	-	90153	90601	YBL071C		90601	90724
chr4	+	690982	691431	YDR119W-A	COX26	690794	690982
chr11	+	506447	506901	YKR032W		506294	506458
chr10	-	136350	136807	YJL151C	SNA3	136807	137092
chr1	+	57501	57958	YAL044W-A	BOL1	57350	57551
chr4	+	1469996	1470453	YDR511W	SDH7	1469853	1470043
chr7	-	111682	112139	YGL204C		112024	112353
chr4	-	432855	433318	YDL009C		433305	433562
chr10	-	49988	50453	YJL205C	NCE101	50445	50808
chr9	+	277705	278170	YIL040W	APQ12	277372	277757
chr14	-	292487	292953	YNL184C		293011	293213
chr7	-	524295	524764	YGR018C		524674	524998
chr4	-	657578	658050	YDR102C		658097	658350
chr12	-	573338	573811	YLR218C	COA4	573759	574013
chr7	+	574926	575399	YGR039W		574797	574993
chr7	+	82442	82915	YGL220W	BOL2	82263	82492
chr2	-	255261	255742	YBR009C	HHF1	255611	255826
chr11	-	526757	527238	YKR049C	FMP46	527211	527404
chr12	-	434019	434500	YLR147C	SMD3	434425	434658
chr2	+	741276	741757	YBR268W	MRPL37	741070	741340
chr5	+	271730	272211	YER058W	PET117	271548	271776
chr10	+	637781	638270	YJR112W-A		637568	637819
chr13	-	493989	494478	YMR112C	MED11	494404	494605
chr14	-	249845	250334	YNL211C	MRX7	250302	250587
chr4	-	1319408	1319897	YDR424C	DYN2	1319839	1320055
chr7	+	73330	73819	YGL226W	MTC3	73142	73392
chr9	-	36829	37322	YIL163C		37229	37458
chr16	+	883169	883665	YPR170W-B		882970	883269
chr4	-	174162	174658	YDL157C		174571	174877
chr16	-	876186	876683	YPR166C	MRP2	876605	876905
chr1	-	56921	57418	YAL046C	BOL3	57350	57551
chr12	-	849219	849716	YLR361C-A		849712	849872
chr10	+	662851	663350	YJR128W		662611	662794
chr3	-	293109	293608	YCR096C	HMRA2	293608	293713
chr12	+	1062849	1063351	YLR461W	PAU4	1062688	1062849
chr12	-	13013	13515	YLL064C	PAU18	13515	13650
chr14	+	781848	782350	YNR076W	PAU6	781693	781835
chr15	-	11479	11981	YOL161C	PAU20	11988	12139
chr2	+	808987	809489	YBR301W	PAU24	808237	808987
chr7	+	1080236	1080738	YGR294W	PAU12	1079486	1080236
chr7	-	6220	6722	YGL261C	PAU11	6710	6883
chr8	-	11853	12355	YHL046C	PAU13	12358	12530
chr13	-	141492	141997	YML066C	SMA2	141927	142178
chr13	+	391065	391570	YMR059W	SEN15	390901	391125
chr4	-	169131	169636	YDL160C-A	MHF2	169579	169754
chr15	+	1043121	1043629	YOR376W		1042371	1043121
chr4	-	1011519	1012030	YDR274C		1012030	1012288
chr14	+	466240	466753	YNL086W	SNN1	466051	466261
chr16	+	599829	600342	YPR020W	ATP20	599432	599853
chr3	+	293828	294341	YCR097W	HMRA1	293713	293852
chr13	-	510631	511145	YMR122C		511145	511419
chr3	+	307731	308245	YCR104W	PAU3	307586	307926
chr9	+	433859	434373	YIR041W	PAU15	433699	433854
chr13	+	279890	280410	YMR007W		279140	279890
chr14	-	669709	670230	YNR022C	MRPL50	670162	670430
chr3	+	259556	260077	YCR083W	TRX3	259392	259595
chr3	-	60716	61237	YCL035C	GRX1	61177	61395
chr4	-	733450	733971	YDR139C	RUB1	733896	734181
chr7	-	303603	304124	YGL108C		304055	304339
chr7	+	858221	858742	YGR181W	TIM13	858002	858295
chr5	+	326995	327521	YER084W		326845	327008
chr16	+	198993	199522	YPL183W-A	RTC6	198803	199064
chr8	-	377242	377771	YHR138C		377720	378016
chr10	-	459682	460211	YJR012C		460167	460390
chr10	+	88706	89235	YJL179W	PFD1	88522	88777
chr11	+	625819	626348	YKR095W-A	PCC1	625589	625873
chr14	-	345599	346128	YNL153C	GIM3	346048	346328
chr4	-	1111803	1112332	YDR322C-A	TIM11	1112260	1112547
chr8	+	220054	220583	YHR059W	FYV4	219868	220112
chr10	-	294596	295131	YJL077C	ICS3	295131	295237
chr10	+	496550	497087	YJR034W	PET191	496435	496680
chr11	-	403428	403965	YKL018C-A		403876	404120
chr3	-	206161	206698	YCR043C		206622	206925
chr12	-	892922	893460	YLR385C	SWC7	893391	893650
chr4	-	1212368	1212906	YDR366C		1212857	1213041
chr4	+	769861	770402	YDR157W		769711	769829
chr8	-	25708	26249	YHL037C		26188	26361
chr7	-	270272	270817	YGL127C	SOH1	270745	271034
chr10	-	585026	585571	YJR085C		585571	585696
chr14	+	366000	366545	YNL138W-A	YSF3	365777	366044
chr2	+	143099	143644	YBL039W-B		142849	143152
chr2	+	722580	723125	YBR252W	DUT1	722373	722647
chr5	-	270654	271199	YER057C	HMF1	271124	271360
chr16	+	280441	280994	YPL144W	POC4	280225	280493
chr16	-	364249	364802	YPL098C	MGR2	364740	364970
chr16	-	420025	420578	YPL071C		420526	420797
chr16	-	466465	467018	YPL046C	ELC1	466947	467217
chr10	-	391763	392319	YJL027C		392319	392429
chr11	-	184490	185051	YKL138C-A	HSK3	184988	185167
chr4	+	292768	293329	YDL092W	SRP14	292523	292797
chr7	-	545666	546227	YGR030C	POP6	546256	546423
chr12	+	171269	171834	YLR013W	GAT3	171124	171311
chr9	-	300759	301327	YIL029C		301318	301601
chr2	+	684940	685509	YBR233W-A	DAD3	684704	684990
chr7	-	526842	527411	YGR020C	VMA7	527338	527670
chr10	+	469662	470231	YJR022W	LSM8	469554	469801
chr10	+	676957	677526	YJR135W-A	TIM8	676779	677003
chr11	-	436964	437533	YKL003C	MRP17	437469	437749
chr12	+	552238	552807	YLR204W	QRI5	551999	552288
chr14	-	356372	356941	YNL143C		356810	357190
chr3	+	106961	107530	YCL005W-A	VMA9	106808	107082
chr4	+	603037	603606	YDR079W	PET100	602864	603104
chr9	+	268017	268586	YIL046W-A		267267	268017
chr15	-	1577	2148	YOL165C	AAD15	2096	2276
chr9	+	246322	246896	YIL060W		245572	246322
chr10	+	526278	526855	YJR048W	CYC1	526107	526414
chr10	-	95974	96551	YJL173C	RFA3	96498	96743
chr12	+	853439	854016	YLR363W-A		853183	853488
chr14	-	397780	398357	YNL122C		398289	398455
chr3	-	62708	63285	YCL033C	MXR2	63212	63449
chr5	-	347832	348409	YER093C-A	AIM11	348385	348578
chr7	-	287944	288521	YGL118C		288443	288612
chr9	-	179703	180280	YIL098C	FMC1	180225	180427
chr14	-	22764	23344	YNL328C	MDJ2	23240	23470
chr4	-	1161936	1162519	YDR344C		1162475	1162599
chr10	+	83242	83827	YJL184W	GON7	82982	83227
chr15	+	810978	811563	YOR257W	CDC31	810787	811019
chr2	+	170547	171132	YBL026W	LSM2	170357	170622
chr4	-	1420360	1420945	YDR482C	CWC21	1420977	1421176
chr4	+	1436116	1436701	YDR493W	MZM1	1435915	1436159
chr4	+	433475	434060	YDL008W	APC11	433305	433562
chr5	+	148121	148706	YEL003W	GIM4	147926	148213
chr8	+	280742	281327	YHR087W	RTC3	280600	280877
chr9	+	342435	343020	YIL008W	URM1	342148	342516
chr6	+	110577	111163	YFL012W		110419	110609
chr7	-	72629	73215	YGL226C-A	OST5	73142	73392
chr12	+	270975	271568	YLR068W	FYV7	270763	271022
chr13	+	54728	55321	YML108W		54516	54786
chr14	+	330304	330897	YNL162W-A		330089	330354
chr14	+	350832	351425	YNL147W	LSM7	350612	350782
chr2	-	726520	727113	YBR255C-A	RCF3	727063	727295
chr13	+	111784	112385	YML077W	BET5	111674	111896
chr13	+	572193	572794	YMR158W	MRPS8	572013	572262
chr2	-	737792	738393	YBR264C	YPT10	738314	738586
chr2	-	742000	742601	YBR269C	SDH8	742532	742835
chr5	+	172065	172666	YER009W	NTF2	171315	172065
chr12	-	704423	705030	YLR281C		705030	705209
chr7	-	149634	150241	YGL187C	COX4	150274	150451
chr16	+	38160	38769	YPL267W	ACM1	37920	38193
chr2	-	109960	110569	YBL059C-A	CMC2	110531	110722
chr4	-	1077892	1078501	YDR308C	SRB7	1078437	1078658
chr7	+	1043243	1043852	YGR275W	RTT102	1043062	1043311
chr9	-	199583	200192	YIL087C	AIM19	200096	200313
chr2	+	462109	462726	YBR111W-A	SUS1	461868	462141
chr1	+	82693	83310	YAL033W	POP5	82526	82783
chr12	-	626354	626971	YLR245C	CDD1	626893	627166
chr16	+	677133	677750	YPR062W	FCY1	676900	677203
chr16	-	704080	704697	YPR082C	DIB1	704617	704860
chr5	-	25372	25989	YEL068C		25934	26170
chr7	-	845753	846370	YGR174C	CBP4	846307	846545
chr8	-	486071	486688	YHR191C	CTF8	486607	486863
chr8	-	359632	360251	YHR126C	ANS1	360299	360445
chr5	-	575610	576232	YER190C-B		576232	576982
chr6	-	29988	30610	YFL051C		30493	30741
chr13	+	863785	864410	YMR298W	LIP1	863553	863828
chr5	+	548821	549446	YER179W	DMC1	548675	548909
chr9	+	423058	423689	YIR037W	HYR1	422829	423116
chr15	-	506932	507565	YOR097C		507535	507803
chr16	-	475153	475786	YPL041C	MRX11	475711	476127
chr16	+	480501	481134	YPL038W	MET31	480311	480557
chr9	-	241191	241824	YIL065C	FIS1	241782	242065
chr12	-	224611	225252	YLR038C	COX12	225176	225489
chr2	-	181503	182144	YBL021C	HAP3	182061	182346
chr11	+	325742	326383	YKL061W	BLI1	325555	325842
chr11	-	523357	523998	YKR045C		523963	524221
chr13	+	318665	319306	YMR022W	UBC7	318419	318702
chr16	+	885766	886407	YPR172W		885554	885792
chr3	+	155275	155916	YCR020W-B	HTL1	155053	155336
chr4	-	333972	334613	YDL067C	COX9	334639	334848
chr5	-	301726	302367	YER071C	TDA2	302290	302448
chr7	-	139568	140209	YGL194C-A		140177	140442
chr9	+	398663	399306	YIR022W	SEC11	398515	398769
chr7	+	418781	419429	YGL041W-A		418617	418836
chr7	+	756933	757582	YGR133W	PEX4	756722	756954
chr10	-	581722	582371	YJR082C	EAF6	582337	582593
chr13	+	559129	559778	YMR147W		558973	559188
chr13	-	720781	721430	YMR225C	MRPL44	721379	721628
chr14	+	65641	66290	YNL300W	TOS6	65448	65643
chr16	+	459933	460582	YPL051W	ARL3	459770	459984
chr16	+	877902	878551	YPR168W	NUT2	877692	877912
chr2	-	480361	481010	YBR120C	CBP6	480951	481246
chr2	+	48779	49428	YBL090W	MRP21	48591	48850
chr3	-	272256	272905	YCR090C		272840	273124
chr4	-	244972	245621	YDL121C		245558	245873
chr6	+	248349	248998	YFR049W	YMR31	248114	248389
chr7	-	280632	281281	YGL121C	GPG1	281307	281516
chr7	-	637018	637667	YGR076C	MRPL25	637574	637822
chr9	+	364851	365500	YIR005W	IST3	364692	364917
chr9	+	398691	399340	YIR021W-A		398515	398769
chr4	+	915432	916089	YDR225W	HTA1	915292	915443
chr12	+	183553	184210	YLR021W	IRC25	183386	183647
chr14	-	51813	52470	YNL310C	ZIM17	52407	52667
chr14	-	694189	694846	YNR036C	MRPS12	694771	695166
chr15	+	196521	197178	YOL071W	SDH5	196308	196571
chr16	-	646457	647114	YPR037C	ERV2	647055	647320
chr4	-	547800	548457	YDR045C	RPC11	548406	548679
chr4	+	781358	782015	YDR163W	CWC15	781182	781419
chr4	-	831923	832580	YDR185C	UPS3	832536	832831
chr5	+	213369	214026	YER030W	CHZ1	213191	213470
chr9	-	303502	304159	YIL027C	EMC5	304104	304363
chr15	+	803632	804290	YOR252W	TMA16	803422	803678
chr14	+	531698	532363	YNL052W	COX5A	531464	531740
chr13	-	570381	571046	YMR156C	TPP1	570989	571161
chr13	+	804417	805082	YMR269W	TMA23	804199	804453
chr15	+	804353	805018	YOR253W	NAT5	804167	804436
chr2	+	609916	610581	YBR194W	AIM4	609704	609958
chr2	-	723624	724289	YBR254C	TRS20	724230	724470
chr2	+	270207	270880	YBR016W		270009	270240
chr1	+	42159	42832	YAL055W	PEX22	41913	42230
chr12	-	245483	246156	YLR050C		246095	246438
chr15	-	201915	202588	YOL067C	RTG1	202504	202752
chr3	+	111843	112516	YCL001W	RER1	111653	111923
chr3	-	209777	210450	YCR046C	IMG1	210394	210608
chr3	+	263300	263973	YCR086W	CSM1	263181	263413
chr7	+	951752	952425	YGR230W	BNS1	951611	951852
chr12	+	385567	386248	YLR119W	SRN2	385389	385625
chr13	+	205608	206289	YML036W	CGI121	205407	205653
chr13	+	110932	111620	YML078W	CPR3	110798	111038
chr3	-	302412	303100	YCR101C		302954	303260
chr15	+	850251	850940	YOR286W	RDL2	850034	850307
chr4	-	1021740	1022429	YDR281C	PHM6	1022372	1022675
chr4	-	264340	265029	YDL110C	TMA17	264968	265283
chr7	+	358551	359240	YGL080W	MPC1	358319	358557
chr7	+	796077	796766	YGR153W		795434	796092
chr10	+	189680	190369	YJL122W	ALB1	189410	189755
chr11	+	130534	131223	YKL170W	MRPL38	130130	130607
chr11	-	596237	596926	YKR083C	DAD2	596815	597085
chr11	-	599013	599702	YKR085C	MRPL20	599638	599896
chr16	-	911826	912515	YPR188C	MLC2	912436	912673
chr4	-	1365032	1365721	YDR453C	TSA2	1365629	1365817
chr4	+	578540	579229	YDR063W	AIM7	578148	578608
chr7	-	902489	903178	YGR201C		903226	903561
chr12	+	548902	549599	YLR200W	YKE2	548761	549017
chr13	+	77224	77921	YML098W	TAF13	76977	77300
chr14	+	351584	352281	YNL146W		351419	351682
chr16	+	664917	665614	YPR051W	MAK3	664702	664970
chr4	-	100411	101108	YDL200C	MGT1	101042	101313
chr4	+	164239	164936	YDL165W	CDC36	164014	164318
chr4	+	856287	856984	YDR201W	SPC19	856104	856354
chr5	+	234849	235546	YER042W	MXR1	234642	234931
chr12	-	843417	844120	YLR358C		844120	844234
chr13	+	341105	341810	YMR035W	IMP2	340881	341148
chr16	-	73276	73981	YPL252C	YAH1	73865	74110
chr12	+	267111	267816	YLR066W	SPC3	266915	267168
chr12	-	266275	266980	YLR065C	ENV10	266915	267168
chr4	-	1366160	1366865	YDR454C	GUK1	1366823	1367056
chr4	-	141091	141796	YDL177C		141730	142002
chr4	+	473155	473860	YDR013W	PSF1	472888	473196
chr4	+	829591	830296	YDR183W	PLP1	829354	829594
chr5	-	553273	553978	YER183C	FAU1	553907	554161
chr7	+	411495	412200	YGL047W	ALG13	411260	411532
chr9	+	39424	40129	YIL161W		39193	39468
chr2	-	112736	113448	YBL057C	PTH2	113394	113703
chr10	+	628845	629558	YJR108W	ABM1	628677	628924
